
4,1,1,1,1,1,4,1,3.72307395935059,62
4,1,1,2,1,2,3,3,1.40485310554504,56
4,1,1,3,1,1,1,2,1.53135514259338,43
4,1,1,4,1,2,4,1,1.83029103279114,87
4,1,1,5,1,2,2,1,2.34742379188538,57
4,1,1,6,1,1,3,1,2.19277405738831,52
4,1,1,7,1,2,1,1,3.11863303184509,43
4,1,1,8,1,2,2,1,3.26657605171204,66
4,1,1,9,1,2,4,1,2.06422805786133,86
4,1,1,10,1,1,1,1,2.67887091636658,38
4,1,1,11,1,2,2,1,1.78874611854553,50
4,1,1,12,1,2,3,1,1.94063282012939,57
4,1,1,13,1,1,1,2,1.46625685691833,41
4,1,1,14,1,2,3,1,1.63990998268127,62
4,1,1,15,1,2,3,1,1.60887289047241,64
4,1,1,16,1,2,2,2,3.00156784057617,38
4,1,1,17,1,2,1,1,2.84195590019226,40
4,1,1,18,1,2,4,3,1.00127911567688,61
4,1,1,19,1,1,4,1,1.40635800361633,67
4,1,1,20,1,1,4,1,1.42516016960144,67
4,1,1,21,1,1,4,1,1.41946315765381,69
4,1,1,22,1,1,4,1,1.46832799911499,59
4,1,1,23,1,2,4,1,3.30741286277771,60
4,1,1,24,1,2,4,1,1.87528610229492,51
4,1,1,25,1,2,2,1,2.73407101631165,38
4,1,1,26,1,1,4,3,1.13718795776367,28
4,1,1,27,1,1,3,1,2.81876492500305,59
4,1,1,28,1,1,3,3,1.68688988685608,66
4,1,1,29,1,1,4,1,1.55203294754028,52
4,1,1,30,1,2,4,3,1.38767385482788,73
4,1,1,31,1,2,3,1,1.57978892326355,56
4,1,1,32,1,1,1,1,1.44949412345886,33
4,1,1,33,1,2,3,1,1.42641401290894,64
4,1,1,34,1,1,3,1,2.31749415397644,66
4,1,1,35,1,2,4,1,1.45020914077759,58
4,1,1,36,1,2,1,2,2.77123498916626,41
4,1,1,37,1,1,3,1,2.07059693336487,61
4,1,1,38,1,1,1,1,2.10323810577393,44
4,1,1,39,1,2,1,1,1.23897814750671,43
4,1,1,40,1,1,2,1,1.97569704055786,42
4,1,1,41,1,2,1,2,2.15775513648987,45
4,1,1,42,1,2,4,1,1.37040996551514,48
4,1,1,43,1,1,1,1,1.20680999755859,34
4,1,1,44,1,2,3,1,3.36152291297913,55
4,1,1,45,1,1,4,1,1.31659483909607,73
4,1,1,46,1,2,1,2,4.67040419578552,47
4,1,1,47,1,2,4,1,1.31545495986938,55
4,1,1,48,1,1,4,1,1.79444193840027,44
4,1,1,49,1,2,2,1,2.76973414421082,35
4,1,1,50,1,2,4,3,1.18875908851624,69
4,1,1,51,1,2,1,2,1.76746606826782,41
4,1,1,52,1,2,2,2,3.46119213104248,32
4,1,1,53,1,1,3,1,2.03187799453735,64
4,1,1,54,1,1,4,3,2.06937599182129,58
4,1,1,55,1,1,1,2,2.07835292816162,43
4,1,1,56,1,2,3,1,0.869570016860962,63
4,1,1,57,1,1,4,3,1.32797884941101,56
4,1,1,58,1,1,4,3,1.731929063797,90
4,1,1,59,1,1,4,3,1.79813408851624,83
4,1,1,60,1,2,1,2,1.44416308403015,33
4,1,1,61,1,1,4,1,1.27854514122009,41
4,1,1,62,1,2,4,1,1.78110599517822,79
4,1,1,63,1,1,4,1,1.51815986633301,52
4,1,1,64,1,1,3,1,1.41919898986816,55
4,1,1,65,1,2,3,1,3.79212021827698,60
4,1,1,66,1,1,2,2,2.05393600463867,54
4,1,1,67,1,1,3,1,1.31099605560303,66
4,1,1,68,1,1,3,1,1.3234429359436,71
